prompt,q1,q2,q3,q4,q5,q6,o1,o2,o3,o4,o5,o6
Overcast city street scene with soft lighting and even exposure.,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,,,"1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,,,
The company logo on the background wall stays unchanged in the meeting room.,静止的视频内容是否稳定不随时间变动？,,,,,,"-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化",,,,,
The high-speed train whizzes by with a sharp image and natural motion.,视频是否清晰？,实体运动过程中是否自然不异常扭曲？,,,,,"-1：文本描述了视频的清晰度,1：视频极度模糊，几乎无法识别图像内容，完全不可用。,2：即使在正常观看距离下也能看到明显的模糊，尤其在动态场景转换时更为明显。,3：视频非常清晰，仅能在细节丰富区域（如头发或边缘）发现轻微的不清晰现象","-1：视频不存在运动实体,1：画面中的物体或人物发生极端变形，几乎无法识别原貌，严重影响观看体验。,2：扭曲现象较为明显，特别是在高速运动或特定角度下，导致物体或人物形态显著异常。,3：仅在快速移动或复杂背景下出现细微形变，通常难以被注意到。",,,,
A concert hall stage in oil painting style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
The pillow on the bed stays in the same position.,静止的视频内容是否稳定不随时间变动？,,,,,,"-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化",,,,,
Pedestrians on the street in watercolor painting style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
A waterfall in the tropical rainforest in fresco style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
"Driving out of the tunnel into the light, the dynamic range is good with no overexposure.",视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,,,"1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,,,
The museum exhibits are surrounded by fixed spatial structures with stable lighting and no noise.,静止的视频内容是否不因镜头移动产生异常扭曲？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,视频是否没有噪点？,,,,"-1：镜头没有移动或者视频内容在运动,1：产生明显扭曲,2：产生轻微扭曲,3：没有异常","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现","1：有很多噪点，非常影响视频观感,2：有一些噪点，能意识到噪点，轻微影响视频观感,3：有极少量噪点，不太能意识到噪点,4：没有噪点",,,
A rock by the pond in the park remains completely still.,静止的视频内容是否稳定不随时间变动？,,,,,,"-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化",,,,,
"The sunrise at the mountaintop, with the sky gradually brightening and the light changing rhythmically.",视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,,,"1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,,,
A coffee stand on the sidewalk in ink wash painting style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
Wildflowers in the alpine meadow in impressionism style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
A fountain in the plaza in sketch style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
A fruit stall in the market in woodcut style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
Ships in the Norwegian fjord in expressionism style.,视频风格是否和文本一致？,,,,,,"-1：提示文本没有规定视频风格，表示此问题作废,1：完全不一致（完全是不同的视频风格，没有任何目标风格的特征）,2：视频表现出一部分目标风格的特征,3：完全一致",,,,,
"The museum display case lighting is normal, with shadows appearing naturally.",视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,,,"1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,,,
"High-resolution aerial photos of forests with trees appearing stable and undistorted, and consistent lighting.",视频是否清晰？,静止的视频内容是否不因镜头移动产生异常扭曲？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,"-1：文本描述了视频的清晰度,1：视频极度模糊，几乎无法识别图像内容，完全不可用。,2：即使在正常观看距离下也能看到明显的模糊，尤其在动态场景转换时更为明显。,3：视频非常清晰，仅能在细节丰富区域（如头发或边缘）发现轻微的不清晰现象","-1：镜头没有移动或者视频内容在运动,1：产生明显扭曲,2：产生轻微扭曲,3：没有异常","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,
Photographing a cat in low light with no noise and even exposure.,视频是否没有噪点？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,,"1：有很多噪点，非常影响视频观感,2：有一些噪点，能意识到噪点，轻微影响视频观感,3：有极少量噪点，不太能意识到噪点,4：没有噪点","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,,
"The drone flew through the ancient temple with a stable structure, sharp images, and no flicker.",静止的视频内容是否不因镜头移动产生异常扭曲？,视频是否清晰？,静止的视频内容是否稳定不随时间变动？,,,,"-1：镜头没有移动或者视频内容在运动,1：产生明显扭曲,2：产生轻微扭曲,3：没有异常","-1：文本描述了视频的清晰度,1：视频极度模糊，几乎无法识别图像内容，完全不可用。,2：即使在正常观看距离下也能看到明显的模糊，尤其在动态场景转换时更为明显。,3：视频非常清晰，仅能在细节丰富区域（如头发或边缘）发现轻微的不清晰现象","-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化",,,
